client_id,date_souscription,jour_souscription,secteur,pays,taille_entreprise,plan,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_total,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,couleur_theme_interface,code_datacenter,groupe_experimentation,commentaire_csm,sante_compte_fin_periode,valeur_vie_client_eur,churn
CLI-000981,2024-10-09,mercredi,Tech,France,ge,Enterprise,4,827,513,62.0,48,46.0,40,19,1,0,0,"4,6",4,1,60181.41 €,vert,eu-w1,A,,71,394790,0
CLI-001022,31 Dec 2023,dimanche,ÉDUCATION,France,TPE,STARTER,13,2,1,50.0,15,8.4,8,3,2,1,0,19.0 h,4,1,22.06,vert,ap-s1,control,,52,579,0
CLI-001042,2023-03-17,vendredi, Tech ,Espagne,PME,PRO,23,50,20,"40,0",24,15.6,16,8,6,3,2,"16,6",3,0,1407.36,violet,eu-w3,B,,67,21927,0
CLI-001915,2024-10-04,vendredi, Commerce ,France,TPE,pro,4,8,4,50.0%,8,0.9,16,4,0,1,1,,4,2,194.3 €,bleu,us-e1,A,,2,5576,1
CLI-001832,02/03/2024,samedi,SANTÉ,France,pme, Business ,11,7,3,42.9,15,8.5,26,11,2,1,1,7.9,4,1,308.74,bleu,eu-w3,B,Compte dans la moyenne.,64,5823,0
CLI-001903,11 Sep 2024,mercredi,éducation,France,tpe, Business ,5,5,3,60.0,21,9.1,26,9,1,1,12,"9,4",1,0,230.16,clair,ap-s1,A,Mécontentement exprimé au support.,9,2642,1
CLI-000582,2023-08-06,dimanche,Santé,Canada,PME,BUSINESS,18,49,35,71.4,50,"27,7",26,13,5,2,1,0.5,5,0,"2477,78",bleu,eu-w1,control,Client très satisfait et actif.,83,24381,0
CLI-002569,31/12/2024,mardi,SANTÉ,Allemagne,ETI,Pro,1,80,43,53.8%,17,11.6,16,8,,0,0,"5,0",5,3,"1620,32",bleu,eu-w3,control,Compte dans la moyenne.,35,14615,0
CLI-003036,2024-04-09,mardi,COMMERCE,Allemagne,TPE,Starter,10,5,3,60.0,51,49.3,8,6,3,1,0,11.7,5,1,65.63,bleu,us-e1,control,,75,2260,0
CLI-004606,05 Mar 2023,dimanche,INDUSTRIE,Belgique,TPE,Business,23,1,1,"100,0",52,"24,9",26,4,7,0,6,10.7,4,0,39.77,sombre,eu-w3,control,Client très satisfait et actif.,83,652,0
CLI-004577,14/05/2024,mardi,Industrie,France,PME,Business,9,10,5,50.0,14,"7,0",26,11,1,0,9,6.5,3,0,435.91 €,bleu,us-e1,control,"Multiples tickets ouverts, friction élevée.",23,3574,1
CLI-002238,13 Sep 2023,mercredi,Industrie,Canada,TPE,Starter,17,5,2,40.0,2,0.5,8,3,7,3,2,"25,3",3,0,"61,59",sombre,ap-s1,A,,36,1414,1
CLI-000965,12 Nov 2023,dimanche,Commerce,France,ge,Pro,15,391,142,36.3%,13,"7,9",16,4,6,3,8,11.4,3,0,9797.15,clair,us-e1,control,"Multiples tickets ouverts, friction élevée.",60,200842,0
CLI-002371,2023-06-10,samedi, Éducation ,Canada,PME,Pro,20,31,25,80.6,48,"33,6",16,8,3,5,8,"19,3",2,0,859.71,violet,ap-s1,B,Mécontentement exprimé au support.,55,38773,0
CLI-001817,04/10/2024,vendredi, Finance ,France,PME,Business,4,16,14,87.5,81,"30,1",26,18,1,4,0,0.6,4,1,822.2,clair,us-e1,A,,71,34384,0
CLI-002889,01 Dec 2023,vendredi,Public,France,ETI,PRO,14,218,155,71.1,37,15.1,16,5,4,1,0,"7,3",,0,4482.77,bleu,eu-w3,A,,70,36759,0
CLI-002821,04/05/2024,samedi,COMMERCE,Allemagne, TPE ,STARTER,9,10,8,80.0,41,,8,3,3,0,0,22.1,5,0,113.36,bleu,us-e1,control,"Compte engagé, ambassadeur potentiel.",59,1208,0
CLI-001576,05 Aug 2024,lundi,Tech,France, ETI ,pro,6,121,54,"44,6",26,3.2,16,4,2,1,2,11.4,4,1,"3069,05",sombre,ap-s1,B,,29,47816,1
CLI-000597,2023-11-04,samedi,Tech,France,ETI,Business,15,41,23,56.1,35,23.5,26,13,7,0,1,5.0,5,0,2031.89 €,clair,ap-s1,A,,77,58315,0
CLI-000930,11 Aug 2023,vendredi,finance,Allemagne,TPE,pro,18,7,3,42.9,7,"0,4",16,3,3,3,2,"10,2",2,0,165.86 €,violet,us-e1,control,"Client insatisfait, risque de départ.",48,3536,0
CLI-002534,03/11/2023,vendredi,Finance,Belgique,pme,Starter,15,19,7,36.8,15,3.4,8,1,2,1,0,10.6,4,0,"263,37",clair,us-e1,B,RAS.,53,10150,0
CLI-004923,2023-05-18,jeudi,Santé,Espagne,ETI, Business ,21,94,49,,11,1.6,26,6,2,6,2,"4,5",5,0,4815.03,sombre,us-e1,A,Compte dans la moyenne.,68,75018,0
CLI-002754,28 Dec 2024,samedi,Commerce,France,PME,enterprise,1,52,38,73.1,34,"16,4",40,10,1,1,0,2.5,4,5,3652.42,sombre,eu-w1,control,,54,35940,0
CLI-004601,2024-06-12,mercredi,commerce,France, ETI ,PRO,8,61,0,0.0%,0,0.0,16,0,,51,8,"17,7",1,,1448.6,clair,us-e1,B,"Client insatisfait, risque de départ.",0,17818,1
CLI-003213,2023-07-10,lundi,Santé,Allemagne,TPE,STARTER,19,10,4,40.0,1,0.4,8,3,1,23,5,33.7,4,0,119.25,clair,eu-w1,A,,37,2738,0
CLI-001026,2025-01-03,vendredi,SANTÉ,France,pme,pro,1,24,4,"16,7",4,1.6,16,3,0,0,5,16.2,2,3,515.23,sombre,eu-w3,A,Mécontentement exprimé au support.,4,32532,1
CLI-002167,2023-03-20,lundi,Commerce,France,ETI,Business,23,205,120,58.5%,21,,26,15,2,2,9,8.3,1,1,9871.37,violet,ap-s1,control,,15,372348,1
CLI-003902,01/11/2024,vendredi,Industrie,Allemagne,TPE,business,3,9,6,66.7%,13,5.3,26,6,1,0,0,3.8,5,1,423.21 €,clair,eu-w3,B,RAS.,68,1735,0
CLI-001510,2023-10-14,samedi,COMMERCE,France, PME , Business ,16,44,15,34.1,7,2.9,26,16,3,11,0,6.4,3,0,1801.75,bleu,us-e1,A,RAS.,68,16252,0
CLI-004763,28/12/2024,samedi,Commerce,Suisse, GE , Business ,1,128,43,33.6,1,0.3,26,1,0,6,3,9.7,3,2,5721.05,bleu,eu-w3,A,Compte dans la moyenne.,46,314314,0
CLI-002692,21/12/2022,mercredi,Éducation,France,TPE,pro,26,2,1,50.0,3,"0,6",16,5,9,14,6,,2,0,49.96,bleu,eu-w1,B,,65,1557,0
CLI-000860,27/07/2024,samedi,Industrie,France,ETI,Pro,6,176,116,65.9%,21,8.1,16,7,4,4,9,14.5,3,0,4614.72,clair,ap-s1,B,"Multiples tickets ouverts, friction élevée.",52,60545,0
CLI-001131,05 Jun 2023,lundi, Éducation ,France,TPE,pro,20,7,6,,61,"35,9",16,4,4,1,0,5.2,5,0,203.9,sombre,eu-w3,B,"Compte engagé, ambassadeur potentiel.",65,20064,0
CLI-004023,10/01/2025,vendredi,Finance,Allemagne, ETI ,Business,1,211,133,"63,0",36,11.5,26,12,,1,6,4.6,2,0,7954.44,vert,eu-w1,A,,5,78272,1
CLI-001907,2023-05-09,mardi,éducation,France,PME, Business ,21,13,6,46.2%,19,5.5,26,6,8,2,0,4.8,3,0,,clair,ap-s1,B,,76,28996,0
CLI-004856,2025-01-06,lundi,finance,Allemagne,tpe,pro,1,3,2,66.7,35,5.2,16,4,0,1,2,8.4,5,1,60.65,clair,eu-w3,A,,58,448,0
CLI-002587,25/11/2024,lundi,Santé,Canada,ETI, Enterprise ,2,72,8,11.1,1,0.1,40,1,0,30,3,2.9,4,2,4708.04,vert,us-e1,B,,7,38606,1
CLI-003992,15/04/2024,lundi,TECH,France,TPE,Business,10,7,2,"28,6",4,,26,5,3,4,0,5.2,4,,343.02,bleu,eu-w1,control,Client très satisfait et actif.,51,1406,0
CLI-000306,2025-01-09,jeudi,Finance,Belgique,pme,Starter,1,36,9,25.0%,1,0.2,8,0,0,23,3,21.9,3,3,410.91,sombre,us-e1,A,,1,7076,1
CLI-001326,2024-05-10,vendredi,SANTÉ,Espagne,pme,Business,9,9,4,44.4,14,0.7,26,6,3,1,0,3.2,4,0,369.42,bleu,eu-w1,A,"Compte engagé, ambassadeur potentiel.",46,3635,0
CLI-003973,09/03/2023,jeudi,Finance,France,TPE,enterprise,23,3,2,"66,7",53,31.7,40,22,7,0,0,2.3,4,0,279.49,sombre,ap-s1,A,Client très satisfait et actif.,79,9626,0
CLI-001893,30 Dec 2024,lundi,Santé,France,TPE,Starter,1,9,4,44.4,14,3.6,8,3,0,3,4,36.8,3,1,"113,03",vert,eu-w1,A,RAS.,0,1761,1
CLI-002106,14 Feb 2023,mardi,Éducation,France,pme,Pro,24,30,19,63.3,49,39.1,16,7,5,0,0,10.9 h,4,0,852.73,violet,ap-s1,control,Client très satisfait et actif.,80,34263,0
CLI-001519,06 Jan 2024,samedi, Public ,Canada,GE,enterprise,13,615,0,0.0,0,0.0,40,0,0,75,1,,3,2,41774.54,vert,us-e1,B,,3,308296,1
CLI-001785,11 Jan 2023,mercredi,,France,PME,Pro,25,11,6,54.5,20,"2,7",16,5,4,4,6,17.1,2,0,272.19,bleu,ap-s1,control,,63,9151,0
CLI-004881,27 Dec 2024,vendredi,Industrie,France,PME,starter,1,46,9,19.6%,1,"0,6",8,1,0,30,0,"12,3",5,3,381.07,sombre,us-e1,A,Faible adoption des sièges.,0,7812,1
CLI-001457,16/03/2024,samedi,Public,Suisse,PME,pro,11,8,6,75.0,56,32.9,16,9,2,1,2,12.1,3,0,194.22,sombre,ap-s1,B,Suivi standard.,66,5415,0
CLI-002820,11 Jun 2024,mardi,ÉDUCATION,Suisse,TPE,Business,8,7,3,42.9,24,3.4,26,8,2,1,0,7.7,4,2,305.67 €,sombre,eu-w3,A,RAS.,56,2506,0
CLI-001310,2025-01-07,mardi,Tech,France,TPE,STARTER,1,8,0,0.0,0,0.0,8,0,0,30,9,40.3,2,0,97.62,vert,us-e1,control,,0,480,1
CLI-004686,08/08/2024,jeudi,Santé,Espagne,PME,Business,6,40,30,75.0%,61,19.2,26,7,0,0,4,5.0 h,3,3,1649.66,violet,us-e1,control,Compte dans la moyenne.,11,37876,1
CLI-001336,2023-05-10,mercredi, Commerce ,France,PME,Pro,21,21,7,33.3,24,"15,4",16,5,8,2,2,14.2,3,0,493.11,sombre,us-e1,control,Suivi standard.,68,6065,0
CLI-001566,2025-01-03,vendredi,Tech,Allemagne,TPE,STARTER,1,6,1,16.7%,3,"1,0",8,3,,13,0,17.6,5,4,"68,0",clair,us-e1,A,Faible adoption des sièges.,38,300,0
CLI-002884,07 Jan 2025,mardi,Finance,France,pme,pro,1,46,32,69.6,43,29.7,16,9,0,2,2,,3,0,"1081,92",clair,us-e1,control,,52,7985,0
CLI-001618,26/07/2024,vendredi,Commerce,Belgique,PME,Starter,6,55,34,61.8,43,18.7,8,5,0,0,6,30.6 h,3,0,561.9 €,clair,us-e1,A,,0,9215,1
CLI-002593,2024-10-08,mardi,Finance,France,PME,business,4,18,9,50.0%,42,"8,8",26,14,1,1,10,8.6,3,0,837.38,violet,ap-s1,control,"Multiples tickets ouverts, friction élevée.",21,72098,1
CLI-001122,2024-06-04,mardi, Éducation ,France,PME,Pro,8,29,21,72.4,67,41.9,16,9,2,0,2,10.6,5,0,747.8,clair,us-e1,A,,59,9811,0
CLI-001848,09/07/2024,mardi,Finance,France,PME,business,7,58,47,81.0,67,,26,19,1,0,1,4.4,4,0,"2888,09",violet,eu-w1,B,,65,97098,0
CLI-000918,2023-05-19,vendredi,Industrie,France,ETI,Pro,21,112,53,47.3%,9,6.6,16,3,7,1,4,17.0,1,0,2548.9,violet,eu-w1,control,,59,45982,0
CLI-000151,11/12/2022,dimanche,Éducation,France,TPE,Pro,26,7,3,42.9,10,"4,5",16,4,13,6,4,7.5,4,0,"166,12",vert,ap-s1,B,"Compte engagé, ambassadeur potentiel.",86,1362,0
CLI-000810,04/12/2024,mercredi, Commerce ,Belgique,TPE,Pro,2,9,7,77.8,17,3.5,16,5,0,2,10,"17,1",1,0,244.02 €,violet,ap-s1,A,Mécontentement exprimé au support.,2,9004,1
CLI-003063,31/10/2023,mardi,Finance,France, GE ,BUSINESS,15,898,298,33.2%,1,"0,4",26,2,3,30,12,,2,0,37288.12,bleu,eu-w1,control,Mécontentement exprimé au support.,15,275186,1
CLI-000518,02/07/2024,mardi,,France,PME, Pro ,7,15,2,13.3,1,0.3,16,5,4,4,4,10.9,4,2,384.47,clair,eu-w1,control,,11,6305,1
CLI-002658,2023-05-13,samedi,Public,Canada,GE,Enterprise,21,362,127,35.1%,1,0.3,40,1,1,15,1,3.2,3,0,30088.63,violet,ap-s1,B,,62,271399,0
CLI-001806,06/11/2023,lundi,Commerce,Suisse,PME,Business,15,53,30,"56,6",29,10.3,26,18,3,2,1,,5,0,2350.36,bleu,eu-w1,control,,66,55892,0
CLI-004486,04/03/2024,lundi,Tech,France,PME,Pro,11,32,18,,19,1.1,16,8,2,0,0,8.5,,1,958.97,sombre,us-e1,control,,59,10223,0
CLI-003080,2023-09-13,mercredi,Commerce,France,PME,Business,17,33,28,"84,8",95,70.6,26,12,6,0,1,4.4,,0,1381.69,vert,eu-w1,B,"Compte engagé, ambassadeur potentiel.",88,4532,0
CLI-004064,2023-04-09,dimanche, Santé ,France, PME ,Pro,22,27,22,81.5%,20,9.2,16,9,4,1,5,,3,0,723.53,clair,us-e1,control,Compte dans la moyenne.,59,66449,0
CLI-000645,06/12/2023,mercredi,PUBLIC,Espagne,tpe,starter,14,11,6,"54,5",22,11.4,8,4,1,0,2,26.1,5,0,107.53,sombre,ap-s1,B,RAS.,65,1675,0
CLI-000754,30/01/2024,mardi,éducation,Allemagne,PME,starter,12,29,18,62.1,44,24.4,8,3,2,1,1,18.6,4,0,421.49,bleu,us-e1,control,,60,8986,0
CLI-002412,19/07/2023,mercredi,,Belgique, PME ,Pro,19,38,7,18.4,1,0.3,16,0,5,2,2,14.6,4,0,"888,32",violet,us-e1,A,Déploiement interne limité.,64,37150,0
CLI-002173,15 Aug 2023,mardi,Public,,PME,Starter,18,41,38,92.7,96,43.4,8,6,1,1,1,,2,0,445.72,vert,eu-w3,B,"Client insatisfait, risque de départ.",66,6944,0
CLI-002261,16 Oct 2023,lundi,Commerce,Suisse, ETI ,PRO,16,66,13,19.7,3,0.3,16,4,2,0,2,14.3,3,0,1332.68,clair,eu-w3,B,,62,16392,0
CLI-002558,2023-12-06,mercredi,Public,Canada,PME,pro,14,23,18,78.3,49,"19,1",16,6,3,2,4,10.1,3,0,690.62,bleu,eu-w3,B,RAS.,60,22086,0
CLI-002626,2023-12-03,dimanche,Industrie,France,pme,PRO,14,51,14,"27,5",12,8.9,16,5,2,0,5,14.8,2,0,"1015,47",bleu,us-e1,control,,45,11658,0
CLI-000222,2024-07-08,lundi,,Allemagne,ETI,PRO,7,118,72,"61,0",33,"23,6",16,6,0,1,5,20.0,3,0,"2270,15",bleu,ap-s1,B,,49,14892,0
CLI-001695,06 Jul 2023,jeudi, Commerce ,Espagne,PME,starter,19,10,4,"40,0",18,"1,8",8,2,4,5,3,27.9,2,0,134.17,violet,eu-w3,A,,47,1430,0
CLI-004936,2024-12-25,mercredi, Éducation ,Belgique,TPE,Starter,1,3,1,33.3%,17,"11,9",8,3,0,4,1,"21,4",5,3,"29,32",clair,us-e1,control,RAS.,13,601,1
CLI-003965,2024-01-16,mardi,Santé,France,PME,Pro,13,30,14,46.7%,15,"7,2",16,5,4,2,2,11.3 h,3,0,"814,73",bleu,us-e1,B,Compte dans la moyenne.,65,9353,0
CLI-003835,25/12/2024,mercredi,INDUSTRIE,,PME,STARTER,1,48,20,"41,7",22,7.6,8,3,0,1,0,25.2,4,0,521.92,violet,ap-s1,control,,18,1712,1
CLI-000580,01 Oct 2023,dimanche,Tech,Canada,ETI, Business ,16,74,14,"18,9",2,"0,7",26,5,2,0,0,,5,0,2955.76,sombre,ap-s1,B,,66,12119,0
CLI-003716,2024-11-04,lundi,tech,France,tpe, Starter ,3,10,3,"30,0",3,1.1,8,2,0,3,3,24.7,4,0,101.05,clair,eu-w3,B,,42,1989,0
CLI-003045,2024-08-08,jeudi, Industrie ,France, GE ,enterprise,6,194,78,40.2,7,,40,19,0,9,1,"1,0",2,0,"12981,8",vert,ap-s1,B,Mécontentement exprimé au support.,64,42580,0
CLI-000663,2023-11-04,samedi,Finance,France,ETI,pro,15,206,73,35.4,17,14.1,16,4,4,0,0,7.7 h,5,0,5402.99,clair,ap-s1,A,,65,57596,0
CLI-001750,06 Jan 2025,lundi,Commerce,Allemagne,PME,business,1,29,21,72.4,31,28.6,26,15,0,2,1,8.5 h,4,2,1302.31,violet,ap-s1,control,,58,10679,0
CLI-000755,2024-06-06,jeudi,Éducation,France, PME ,PRO,8,32,0,0.0,0,"0,0",16,0,0,31,1,7.6,5,1,1035.72,sombre,eu-w3,control,Déploiement interne limité.,51,22082,0
CLI-003210,08 Dec 2023,vendredi,Commerce,Espagne, ETI ,Enterprise,14,75,57,76.0,45,22.7,40,27,1,2,2,5.3,4,0,"5888,41",violet,us-e1,control,RAS.,65,217282,0
CLI-000613,04/03/2024,lundi,commerce,France,GE,Business,11,530,268,50.6,1,,26,14,2,29,5,7.4,,2,25998.25,sombre,us-e1,A,Mécontentement exprimé au support.,32,383734,0
CLI-003764,2023-09-09,samedi,Finance,France, TPE , Starter ,17,9,8,88.9,95,46.1,8,5,1,1,0,12.3,5,0,113.62,violet,ap-s1,B,RAS.,70,2888,0
CLI-003135,2024-04-06,samedi,Santé,Suisse,ETI,Business,10,161,113,70.2,84,33.6,26,16,3,1,0,5.9,5,1,7455.05,vert,ap-s1,B,,65,110037,0
CLI-003820,29 Apr 2024,lundi,commerce,Allemagne, ETI ,business,9,63,52,82.5,47,"30,6",26,18,3,0,2,5.7,3,1,"2810,04",sombre,ap-s1,B,Compte dans la moyenne.,63,29955,0
CLI-001224,03 Nov 2024,dimanche,commerce,Canada,PME,Business,3,28,8,"28,6",8,3.0,26,9,0,2,1,5.6,5,2,1065.84,vert,us-e1,A,Suivi standard.,17,44573,1
CLI-000372,12/07/2023,mercredi,Commerce,France,PME,Pro,19,57,29,50.9,31,"16,6",16,8,5,0,1,"13,8",3,0,1628.95 €,bleu,eu-w3,A,Compte dans la moyenne.,82,129567,0
CLI-000605,23 Dec 2024,lundi,éducation,Suisse, TPE ,Pro,1,5,4,80.0,30,17.0,16,7,0,1,5,16.8,,2,151.48,clair,us-e1,A,RAS.,4,4472,1
CLI-003089,2024-05-11,samedi,Éducation,France,pme,Pro,9,25,14,"56,0",11,"9,7",16,9,1,3,5,20.2,2,0,"503,12",vert,eu-w3,control,,44,4951,0
CLI-000081,15/08/2023,mardi,,Espagne,ETI,Enterprise,18,95,65,,15,6.4,40,16,3,0,4,2.1,5,0,10041.03,sombre,ap-s1,control,,63,181140,0
CLI-000308,04 Nov 2023,samedi,santé,France,TPE,Starter,15,8,0,0.0%,0,0.0,8,0,0,77,11,44.9,2,0,70.59,sombre,us-e1,control,,0,2142,1
CLI-002855,2024-11-05,mardi, Tech ,France, PME , Pro ,3,9,5,"55,6",15,7.2,16,7,0,1,8,22.4 h,2,,"253,92",violet,eu-w3,B,,14,7079,1
CLI-000036,27/12/2024,vendredi, Finance ,Belgique,PME,business,1,12,10,83.3%,57,29.6,26,17,0,1,10,"12,4",,0,547.95,sombre,ap-s1,A,,21,5841,1
CLI-000316,31 Dec 2024,mardi,commerce,France,PME,Pro,1,55,12,"21,8",1,0.3,16,3,0,22,0,7.3 h,5,4,"1314,14",sombre,ap-s1,A,,8,9698,1
CLI-003470,2023-07-03,lundi,Finance,Allemagne, TPE ,Pro,19,6,2,33.3,10,"4,4",16,5,2,2,1,4.6,5,0,163.85,vert,eu-w1,B,,51,3896,0
CLI-003297,11 Nov 2023,samedi,Tech,,GE,Business,15,334,135,"40,4",7,4.5,26,3,7,5,3,"5,4",5,0,"14301,76",sombre,eu-w3,A,,76,1008560,0
CLI-004385,28/07/2024,dimanche,Éducation,France,ETI,Business,6,63,12,,5,3.6,26,11,3,0,2,6.3 h,3,3,2781.02,vert,eu-w3,control,Faible adoption des sièges.,51,47889,0
CLI-002859,15 Mar 2024,vendredi,Tech,Belgique,GE,ENTERPRISE,11,688,545,79.2,61,37.7,40,25,1,1,14,6.7,1,0,53272.41,violet,us-e1,A,,36,1223135,0
CLI-003068,05 May 2024,dimanche, Finance ,France, PME ,Starter,9,49,0,0.0%,0,"0,0",8,0,0,123,4,25.2,3,0,"520,18",bleu,ap-s1,control,,0,2559,1
CLI-004568,2023-05-16,mardi,Tech,Allemagne,ETI,Business,21,69,36,"52,2",27,13.3,26,10,1,0,2,6.4,4,0,3508.82 €,sombre,ap-s1,control,,66,71931,0
CLI-004630,14/05/2024,mardi,tech,France,TPE,Starter,9,4,0,0.0%,0,,8,0,0,50,1,"21,0",3,1,"44,5",clair,eu-w1,B,,4,401,1
CLI-004906,08 Oct 2024,mardi,finance,,PME,Pro,4,24,7,29.2,1,"0,6",16,5,0,9,7,,2,2,584.75,violet,us-e1,control,,0,17262,1
CLI-001807,13/06/2023,mardi,Tech,Allemagne,TPE,Pro,20,1,1,100.0%,38,17.3,16,3,7,0,6,"15,7",3,0,25.55,sombre,ap-s1,B,,73,335,0
CLI-003606,28 Jun 2024,vendredi,Commerce,France,GE, Enterprise ,7,628,145,23.1,1,0.5,40,5,0,14,0,,3,0,37769.54,violet,ap-s1,B,Déploiement interne limité.,12,371652,1
CLI-004898,21 Mar 2023,mardi,Santé,Canada,GE,Business,23,837,298,35.6,1,0.3,26,2,2,1,0,2.4 h,5,0,37475.17,clair,eu-w3,B,RAS.,64,1075537,0
CLI-001509,12 Feb 2024,lundi,COMMERCE,France,PME,Business,12,37,19,"51,4",9,4.4,26,6,,3,0,,3,0,"1706,93",clair,ap-s1,A,Suivi standard.,77,29393,0
CLI-002575,2024-03-05,mardi, Commerce ,Espagne,PME,Business,11,47,34,"72,3",31,5.4,26,6,4,2,2,5.6,,0,1865.11 €,sombre,ap-s1,A,Mécontentement exprimé au support.,67,13765,0
CLI-004889,06 Oct 2023,vendredi,,Allemagne,ETI, Enterprise ,16,99,77,"77,8",25,4.3,40,16,4,1,0,,5,0,"7907,4",vert,eu-w3,B,Client très satisfait et actif.,67,116713,0
CLI-004199,2023-09-18,lundi,Santé,Allemagne,PME,PRO,17,49,26,53.1,16,"2,5",16,6,5,2,5,15.9 h,3,0,1235.45,clair,eu-w3,B,,66,7091,0
CLI-000635,09/04/2023,dimanche,éducation,Belgique,GE, Business ,22,531,0,"0,0",0,,26,0,0,45,0,0.5,4,0,"27250,96",bleu,us-e1,B,Déploiement interne limité.,25,469262,1
CLI-002901,2024-08-04,dimanche,Commerce,Suisse,ETI,Business,6,182,128,70.3,40,34.2,26,18,2,1,3,7.4,5,3,"8715,13",vert,us-e1,B,,59,142928,0
CLI-000165,2024-02-14,mercredi,FINANCE,France,eti,ENTERPRISE,12,64,16,25.0,5,,40,1,4,7,1,6.6,4,0,4849.47,bleu,us-e1,A,Client très satisfait et actif.,62,87484,0
CLI-004637,12/09/2024,jeudi,Finance,France, GE ,Enterprise,5,581,477,82.1,111,"61,0",40,28,0,0,1,2.8,5,,53404.63,sombre,ap-s1,A,,62,963420,0
CLI-001739,2023-04-13,jeudi, Santé ,,TPE, Pro ,22,1,1,"100,0",42,24.4,16,4,,1,0,7.9,4,0,25.15,sombre,ap-s1,B,"Compte engagé, ambassadeur potentiel.",83,371,0
CLI-004386,2024-10-07,lundi,Santé,Belgique, ETI ,Pro,4,65,50,76.9%,38,,16,7,0,0,7,21.9,3,3,1674.12,violet,us-e1,A,"Multiples tickets ouverts, friction élevée.",6,38438,1
CLI-002957,13/07/2023,jeudi,Tech,France,TPE,Starter,19,2,1,"50,0",1,0.2,8,2,2,18,7,28.6,3,0,21.44,violet,us-e1,control,"Multiples tickets ouverts, friction élevée.",50,300,0
CLI-004978,13 Mar 2023,lundi,Commerce,France,PME,pro,23,33,31,"93,9",110,71.7,16,11,8,0,0,6.6,5,0,906.53 €,sombre,eu-w3,A,,81,39398,0
CLI-003323,04 Jul 2024,jeudi,Finance,France,tpe,Pro,7,9,4,"44,4",1,"0,5",16,6,1,6,0,"7,4",4,0,208.24,sombre,eu-w3,A,,64,2049,0
CLI-000684,11 Apr 2023,mardi,SANTÉ,France,TPE,Pro,22,10,6,60.0,19,7.5,16,5,4,4,3,16.2,3,0,263.02,vert,us-e1,B,Compte dans la moyenne.,63,3451,0
CLI-003045,2024-08-08,jeudi, Industrie ,France, GE ,enterprise,6,194,78,40.2,7,,40,19,0,9,1,"1,0",2,0,"12981,8",vert,ap-s1,B,Mécontentement exprimé au support.,64,42580,0
CLI-000275,2024-09-28,samedi,Tech,France, TPE , Starter ,4,4,2,50.0,19,3.3,8,2,1,0,7,32.9,2,1,57.54,violet,ap-s1,A,Mécontentement exprimé au support.,1,661,1
CLI-001074,08/07/2024,lundi, Industrie ,France,tpe,Pro,7,9,1,11.1,3,0.6,16,2,4,5,3,14.1,3,0,"163,12",bleu,eu-w3,control,,61,1338,0
CLI-003894,2024-04-10,mercredi,Tech,Belgique,PME,Business,10,12,10,83.3,55,32.2,26,12,3,1,4,8.4 h,2,0,620.02,vert,us-e1,A,,59,24404,0
CLI-004408,08 Sep 2024,dimanche,commerce,France,TPE, Pro ,5,4,3,75.0%,81,"82,9",16,4,1,0,0,9.7,4,,105.42,bleu,eu-w3,A,RAS.,57,1470,0
CLI-002442,04 Jul 2024,jeudi,Santé,France,TPE,Pro,7,9,2,22.2,1,0.2,16,5,0,4,2,,4,,195.17 €,clair,ap-s1,A,,32,640,1
CLI-000038,2024-05-10,vendredi,finance,France,ETI,Enterprise,9,168,92,54.8,22,6.9,40,16,0,0,3,3.8,,1,11478.13,violet,eu-w1,control,,62,122357,0
CLI-004265,24/12/2024,mardi,Éducation,Canada,tpe,Starter,1,4,2,"50,0",14,"0,7",8,0,1,2,0,8.1,4,0,50.07,clair,us-e1,control,,58,2258,0
CLI-004592,11 Mar 2024,lundi,finance,Belgique,pme,Pro,11,19,10,52.6,26,15.6,16,10,,0,1,13.8,4,1,519.18,sombre,eu-w1,A,,49,14900,0
CLI-001500,01/04/2024,lundi,Tech,Allemagne,GE,BUSINESS,10,593,512,"86,3",81,"55,3",26,18,4,0,0,,5,1,24829.74 €,bleu,eu-w3,B,,75,223964,0
CLI-001398,13/12/2023,mercredi,ÉDUCATION,France, TPE ,Starter,14,2,1,50.0,5,1.0,8,0,2,5,6,32.2,3,0,23.84,vert,eu-w1,B,,37,665,0
CLI-004944,09 Dec 2023,samedi,Tech,France,PME,Pro,14,53,32,60.4,19,8.8,16,10,5,1,3,12.7,3,0,"1575,24",clair,eu-w1,B,RAS.,49,49084,0
CLI-000717,25/12/2024,mercredi, Finance ,France, PME ,PRO,1,49,10,20.4,1,0.1,16,2,0,8,8,,3,4,1256.54,violet,us-e1,A,"Multiples tickets ouverts, friction élevée.",0,19577,1
CLI-000750,05/09/2024,jeudi,santé,France, ETI ,BUSINESS,5,103,50,"48,5",8,2.6,26,11,1,7,6,10.9,2,0,4648.77,sombre,us-e1,B,,9,15248,1
CLI-004900,14/05/2023,dimanche,Public,Allemagne,TPE,Pro,21,9,6,"66,7",14,2.2,16,7,4,1,2,12.8,3,0,251.7,bleu,eu-w3,A,Suivi standard.,65,10320,0
